time,open,high,low,close,volume,intraday_ofi_mean,intraday_ofi_std,intraday_ofi_sum,intraday_vol_sum,intraday_tick_count,intraday_high,intraday_low,daily_vpin,split_factor,dividend,close_adj,open_adj,high_adj,low_adj,log_return,overnight_return,intraday_return,hl_log_range,local_volatility,target_label,target_barrier_return,barrier_touch_time
2018-07-02 07:00:00,8.17,8.17,7.62,7.66,1499550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.660000000000002,8.170000000000002,8.170000000000002,7.620000000000002,-0.06445692511941156,0.0,-0.06445692511941156,0.06969253917335663,0.03752364723554116,-1.0,-0.06919060052219328,2018-07-03 07:00:00
2018-07-03 07:00:00,7.66,7.71,7.13,7.13,2429070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.130000000000002,7.660000000000002,7.710000000000002,7.130000000000002,-0.07170074932629543,0.0,-0.07170074932629543,0.0782069531490336,0.039895985479148535,-1.0,-0.061711079943898905,2018-07-04 07:00:00
2018-07-04 07:00:00,6.9,7.16,6.65,6.69,3357080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.690000000000002,6.900000000000002,7.160000000000002,6.650000000000002,-0.06369736028606737,-0.03278982282299084,-0.030907537463076548,0.07389312630479146,0.040098336841562866,-1.0,-0.050822122571001604,2018-07-05 07:00:00
2018-07-05 07:00:00,6.69,7.06,6.28,6.35,1886790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.350000000000001,6.690000000000002,7.060000000000001,6.280000000000002,-0.052159061235536916,0.0,-0.052159061235536916,0.11707507102504328,0.038840452614522805,1.0,0.06141732283464574,2018-07-06 07:00:00
2018-07-06 07:00:00,6.42,6.76,6.23,6.74,1711810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.740000000000002,6.420000000000002,6.760000000000002,6.230000000000002,0.05960511201961545,0.010963304797269594,0.048641807222345866,0.08164655725551087,0.04600378721203288,-1.0,-0.06083086053412434,2018-07-11 07:00:00
2018-07-09 07:00:00,6.74,6.88,6.46,6.51,987200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5100000000000025,6.740000000000003,6.880000000000003,6.460000000000003,-0.03472046870373769,2.2204460492503128e-16,-0.0347204687037378,0.06298933415074168,0.04381054609010232,0.0,0.021505376344086446,2018-07-16 07:00:00
2018-07-10 07:00:00,6.53,6.65,6.46,6.46,811500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4600000000000035,6.530000000000003,6.650000000000003,6.460000000000003,-0.00771013842596721,0.0030674870678618796,-0.010777625493829154,0.028987536873252406,0.04167074425665563,0.0,0.03250773993808065,2018-07-17 07:00:00
2018-07-11 07:00:00,6.3,6.33,6.02,6.33,3233510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.330000000000004,6.300000000000004,6.3300000000000045,6.020000000000004,-0.020329081638425672,-0.025079684397023315,0.004750602758597799,0.05021297683535521,0.039470894139115274,1.0,0.056872037914691864,2018-07-13 07:00:00
2018-07-12 07:00:00,6.33,6.56,6.3,6.56,1780470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.560000000000003,6.330000000000003,6.560000000000002,6.3000000000000025,0.035690366799912755,-1.1102230246251565e-16,0.03569036679991296,0.04044096955851053,0.04112775782178322,1.0,0.08689024390243927,2018-07-18 07:00:00
2018-07-13 07:00:00,6.6,6.72,6.58,6.69,1453550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.690000000000004,6.600000000000002,6.720000000000002,6.580000000000003,0.01962327118413959,0.006079046076381972,0.013544225107757471,0.021053409197832263,0.040336562328726115,1.0,0.0657698056801197,2018-07-18 07:00:00
2018-07-16 07:00:00,6.79,6.79,6.56,6.65,1338790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.650000000000005,6.7900000000000045,6.7900000000000045,6.560000000000004,-0.005997019472374179,0.014837067430467792,-0.020834086902841914,0.03446033861460717,0.038274538672817854,1.0,0.07218045112781946,2018-07-18 07:00:00
2018-07-17 07:00:00,6.53,6.67,6.53,6.67,1475310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.670000000000005,6.5300000000000065,6.670000000000006,6.5300000000000065,0.003003005259769556,-0.01820991137942283,0.021212916639192544,0.021212916639192544,0.03652542022155108,1.0,0.06896551724137923,2018-07-18 07:00:00
2018-07-18 07:00:00,6.74,7.13,6.74,7.13,6290100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.130000000000004,6.740000000000005,7.130000000000004,6.740000000000005,0.06669137449867214,0.010440064996683204,0.05625130950198885,0.05625130950198885,0.04169028632770259,1.0,0.06171107994389913,2018-07-19 07:00:00
2018-07-19 07:00:00,7.29,7.57,7.16,7.57,2343330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.570000000000006,7.2900000000000045,7.570000000000006,7.160000000000005,0.05988183302315294,0.02219231159436221,0.03768952142879074,0.05568308647680322,0.043780947200785514,-1.0,-0.04887714663143983,2018-07-23 07:00:00
2018-07-20 07:00:00,7.39,7.55,7.27,7.53,1836380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.530000000000006,7.390000000000005,7.550000000000005,7.270000000000004,-0.005298025637555161,-0.024065332489247058,0.01876730685169196,0.03779127171550553,0.041676223089275474,-1.0,-0.043824701195219085,2018-07-23 07:00:00
2018-07-23 07:00:00,7.39,7.53,7.16,7.2,2395280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2000000000000055,7.390000000000005,7.530000000000006,7.160000000000005,-0.04481401578979254,-0.0187673068516919,-0.026046708938100724,0.05038506083924798,0.04227577745006788,-1.0,-0.06666666666666665,2018-07-25 07:00:00
2018-07-24 07:00:00,7.2,7.2,6.74,7.2,3821450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2000000000000055,7.200000000000005,7.200000000000005,6.740000000000005,0.0,-1.1102230246251565e-16,2.2204460492503128e-16,0.06602110109779398,0.04014753485078166,-1.0,-0.06666666666666665,2018-07-25 07:00:00
2018-07-25 07:00:00,7.13,7.2,6.72,6.72,2108000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.720000000000005,7.130000000000006,7.200000000000006,6.720000000000006,-0.06899287148695143,-0.00976979159580491,-0.059223079891146536,0.06899287148695142,0.04342773767624902,1.0,0.0848214285714286,2018-07-27 07:00:00
2018-07-26 07:00:00,6.9,6.99,6.74,6.93,1475540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.930000000000006,6.900000000000007,6.990000000000006,6.740000000000006,0.030771658666753687,0.026433257068155646,0.004338401598598141,0.03642063132150323,0.042867916624757155,1.0,0.05194805194805174,2018-07-27 07:00:00
2018-07-27 07:00:00,6.93,7.39,6.93,7.29,1853350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.290000000000005,6.930000000000004,7.390000000000005,6.930000000000004,0.05064373281875472,-2.2204460492503136e-16,0.050643732818755144,0.06426792175829858,0.043962577853915004,0.0,0.013717421124828322,2018-08-03 07:00:00
2018-07-30 07:00:00,7.29,7.57,7.29,7.48,1777310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.480000000000006,7.2900000000000045,7.570000000000006,7.2900000000000045,0.02572924596581916,-1.1102230246251565e-16,0.02572924596581916,0.03768952142879074,0.04241451301189792,0.0,-0.02540106951871668,2018-08-06 07:00:00
2018-07-31 07:00:00,7.48,7.66,7.39,7.39,1237610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.390000000000005,7.480000000000006,7.6600000000000055,7.390000000000005,-0.012105057026275517,0.0,-0.012105057026275517,0.03588424879238953,0.04059568191056282,0.0,-0.03788903924221931,2018-08-07 07:00:00
2018-08-01 07:00:00,7.39,7.53,7.34,7.46,1613470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.460000000000004,7.390000000000005,7.530000000000006,7.340000000000005,0.009427679255559046,0.0,0.009427679255559046,0.0255561991853781,0.03864023787220674,-1.0,-0.046916890080428986,2018-08-07 07:00:00
2018-08-02 07:00:00,7.41,7.46,7.18,7.39,1135180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.390000000000004,7.4100000000000055,7.460000000000005,7.180000000000004,-0.009427679255559082,-0.006724974907673856,-0.00270270434788525,0.038256031155536746,0.036917985361566916,-1.0,-0.0378890392422192,2018-08-07 07:00:00
2018-08-03 07:00:00,7.39,7.55,7.39,7.39,919250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.390000000000004,7.390000000000005,7.550000000000005,7.390000000000005,0.0,2.2204460492503128e-16,-1.1102230246251565e-16,0.02141982830082283,0.03509495186747704,-1.0,-0.0378890392422192,2018-08-07 07:00:00
2018-08-06 07:00:00,7.46,7.55,7.29,7.29,1379150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2900000000000045,7.460000000000005,7.550000000000005,7.2900000000000045,-0.013624188939543532,0.009427679255559266,-0.023051868195102833,0.03504401724036654,0.033678743961588785,1.0,0.05075445816186552,2018-08-09 07:00:00
2018-08-07 07:00:00,7.36,7.36,7.11,7.11,959190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.110000000000004,7.360000000000004,7.360000000000004,7.110000000000004,-0.025001302205417384,0.00955638672021801,-0.034557688925635315,0.034557688925635446,0.03290976727175063,1.0,0.07735583684950775,2018-08-09 07:00:00
2018-08-08 07:00:00,7.11,7.27,7.02,7.25,1006270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.250000000000004,7.110000000000005,7.270000000000004,7.020000000000004,0.019499225051434026,2.2204460492503128e-16,0.019499225051433807,0.034993073507708264,0.031971579934746475,1.0,0.05655172413793097,2018-08-09 07:00:00
2018-08-09 07:00:00,7.2,7.73,7.18,7.66,2340880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.660000000000005,7.200000000000005,7.730000000000006,7.180000000000004,0.05501051488591646,-0.006920442844573795,0.0619309577304903,0.07380947953919795,0.0346749608246893,0.0,-0.024804177545691974,2018-08-16 07:00:00
2018-08-10 07:00:00,7.69,7.71,7.55,7.59,1224940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.590000000000005,7.690000000000006,7.710000000000005,7.550000000000005,-0.009180392344961251,0.003908799765052861,-0.013089192110014162,0.020970624314304718,0.03325084951779803,0.0,0.019762845849802257,2018-08-17 07:00:00
2018-08-13 07:00:00,7.62,7.83,7.57,7.62,1699830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.6200000000000045,7.620000000000005,7.830000000000005,7.570000000000006,0.003944778291016325,0.003944778291016325,-1.1102230246251565e-16,0.0337694425533542,0.031615476106497245,1.0,0.06430446194225703,2018-08-20 07:00:00
2018-08-14 07:00:00,7.81,7.81,7.67,7.67,1250210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.670000000000005,7.810000000000005,7.810000000000005,7.670000000000005,0.006540245680609975,0.024628594153039793,-0.018088348472429735,0.018088348472429815,0.030073204305813984,1.0,0.05736636245110782,2018-08-20 07:00:00
2018-08-15 07:00:00,7.67,7.69,7.52,7.52,1092560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.520000000000004,7.670000000000005,7.690000000000006,7.520000000000005,-0.019750477417416482,0.0,-0.019750477417416482,0.02235464555580427,0.029485061258974384,1.0,0.07845744680851041,2018-08-20 07:00:00
2018-08-16 07:00:00,7.32,7.54,7.32,7.47,762080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.470000000000004,7.320000000000005,7.540000000000005,7.320000000000005,-0.006671138817022535,-0.026955809988528104,0.020284671171505717,0.029611854046644653,0.028153155815242623,1.0,0.03614457831325302,2018-08-17 07:00:00
2018-08-17 07:00:00,7.52,7.76,7.52,7.74,1195940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.740000000000005,7.520000000000005,7.760000000000005,7.520000000000005,0.03550668845690982,0.006671138817022601,0.02883554963988732,0.031416196233378914,0.02873151448832729,1.0,0.04780361757105922,2018-08-20 07:00:00
2018-08-20 07:00:00,7.74,8.2,7.72,8.11,3190220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.110000000000003,7.740000000000004,8.200000000000003,7.720000000000003,0.0466961805256856,-1.1102230246251565e-16,0.0466961805256856,0.06031979023352262,0.03017480916672867,0.0,0.023427866831073008,2018-08-27 07:00:00
2018-08-21 07:00:00,8.06,8.25,8.06,8.15,1396440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.150000000000004,8.060000000000004,8.250000000000004,8.060000000000004,0.004920059125449853,-0.006184311608784545,0.011104370734234356,0.02329964382805264,0.028714125364889983,0.0,0.0122699386503069,2018-08-28 07:00:00
2018-08-22 07:00:00,8.13,8.42,8.13,8.25,1590470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.250000000000004,8.130000000000004,8.420000000000003,8.130000000000004,0.012195273093818206,-0.002457003693052103,0.014652276786870196,0.035048904694516096,0.027336655682992747,0.0,0.0121212121212122,2018-08-29 07:00:00
2018-08-23 07:00:00,8.15,8.28,8.13,8.13,1083800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.130000000000004,8.150000000000004,8.280000000000003,8.130000000000004,-0.014652276786870262,-0.012195273093818243,-0.002457003693052103,0.018282044837448854,0.026911223217521825,1.0,0.027060270602705883,2018-08-24 07:00:00
2018-08-24 07:00:00,8.13,8.5,8.06,8.35,1550180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.350000000000003,8.130000000000004,8.500000000000004,8.060000000000004,0.02670061530304475,0.0,0.02670061530304475,0.053152606977733705,0.026330171564406694,0.0,0.020359281437125842,2018-08-31 07:00:00
2018-08-27 07:00:00,8.42,8.57,8.25,8.3,1460270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.300000000000004,8.420000000000003,8.570000000000004,8.250000000000004,-0.006006024060211698,0.008348289391471244,-0.014354313451683054,0.03805453226309883,0.02540274003763888,1.0,0.026506024096385694,2018-08-31 07:00:00
2018-08-28 07:00:00,8.35,8.4,8.23,8.25,1160720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.250000000000005,8.350000000000005,8.400000000000006,8.230000000000006,-0.006042314455962474,0.006006024060211949,-0.01204833851617448,0.02044569116028952,0.024468041148507317,1.0,0.032727272727272716,2018-08-31 07:00:00
2018-08-29 07:00:00,8.25,8.45,8.2,8.35,1342500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.350000000000005,8.250000000000005,8.450000000000005,8.200000000000005,0.012048338516174355,0.0,0.012048338516174355,0.030032287098875076,0.023352694950278377,-1.0,-0.03473053892215561,2018-09-06 07:00:00
2018-08-30 07:00:00,8.28,8.45,8.28,8.4,1144140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.400000000000006,8.280000000000005,8.450000000000005,8.280000000000005,0.005970166986503975,-0.00841857046559579,0.01438873745209967,0.020323472971914027,0.02221057976345512,-1.0,-0.02619047619047621,2018-09-05 07:00:00
2018-08-31 07:00:00,8.45,8.72,8.42,8.52,1861800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.520000000000005,8.450000000000005,8.720000000000006,8.420000000000005,0.014184634991956381,0.0059347355198145265,0.00824989947214184,0.035009409666653016,0.02126206986408368,-1.0,-0.039906103286384886,2018-09-05 07:00:00
2018-09-04 07:00:00,8.55,8.72,8.37,8.37,1072250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.370000000000005,8.550000000000006,8.720000000000006,8.370000000000005,-0.017762456339840388,0.003514942107444592,-0.021277398447285076,0.04096535341950444,0.021549066749213166,-1.0,-0.02270011947431294,2018-09-05 07:00:00
2018-09-05 07:00:00,8.35,8.42,8.18,8.18,1639130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.180000000000005,8.350000000000005,8.420000000000005,8.180000000000005,-0.022961733886728182,-0.002392345638619824,-0.02056938824810841,0.028917677639579586,0.022112616490357707,-1.0,-0.02689486552567244,2018-09-10 07:00:00
2018-09-06 07:00:00,8.3,8.3,8.06,8.06,958240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.060000000000006,8.300000000000006,8.300000000000006,8.060000000000006,-0.014778594096118607,0.014563364187896728,-0.02934195828401532,0.029341958284015375,0.021627790084802107,1.0,0.029776674937965097,2018-09-12 07:00:00
2018-09-07 07:00:00,8.06,8.2,8.01,8.15,679850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.150000000000006,8.060000000000006,8.200000000000005,8.010000000000005,0.011104370734234356,0.0,0.011104370734234356,0.023443393189939415,0.02082412476712121,-1.0,-0.02331288343558291,2018-09-10 07:00:00
2018-09-10 07:00:00,8.18,8.25,7.91,7.96,1405240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.960000000000004,8.180000000000005,8.250000000000005,7.9100000000000055,-0.023588927396479786,0.0036742233618843254,-0.02726315075836411,0.04208541856702702,0.021187648451334015,1.0,0.023869346733668362,2018-09-11 07:00:00
2018-09-11 07:00:00,7.96,8.15,7.91,8.15,1687080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.150000000000004,7.9600000000000035,8.150000000000004,7.910000000000004,0.023588927396479713,-1.1102230246251565e-16,0.023588927396479713,0.029890145473208913,0.021470922782040398,1.0,0.024539877300613577,2018-09-13 07:00:00
2018-09-12 07:00:00,8.25,8.42,8.18,8.3,1592330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.300000000000004,8.250000000000004,8.420000000000003,8.180000000000003,0.018237587549781012,0.012195273093818206,0.006042314455962662,0.028917677639579586,0.021046558204085367,0.0,-0.002409638554217275,2018-09-19 07:00:00
2018-09-13 07:00:00,8.37,8.4,8.28,8.35,633830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.350000000000005,8.370000000000005,8.400000000000006,8.280000000000005,0.006006024060211949,0.008398369698831641,-0.002392345638619824,0.01438873745209967,0.020039486558490208,-1.0,-0.02395209580838331,2018-09-17 07:00:00
2018-09-14 07:00:00,8.4,8.42,8.2,8.35,1023380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.350000000000005,8.400000000000006,8.420000000000005,8.200000000000005,0.0,0.005970166986503975,-0.005970166986503908,0.026475673984027955,0.019085687774260927,-1.0,-0.02395209580838331,2018-09-17 07:00:00
2018-09-17 07:00:00,8.25,8.3,8.15,8.15,784500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.150000000000004,8.250000000000004,8.300000000000004,8.150000000000004,-0.024243611609992853,-0.012048338516174706,-0.012195273093818243,0.018237587549781012,0.019914818522774796,1.0,0.057668711656441385,2018-09-20 07:00:00
2018-09-18 07:00:00,8.01,8.23,7.98,8.23,1784550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.230000000000004,8.010000000000003,8.230000000000004,7.980000000000004,0.009768087436207048,-0.0173271661725035,0.027095253608710654,0.030847603227261017,0.01915360640144148,1.0,0.04738760631834715,2018-09-20 07:00:00
2018-09-19 07:00:00,8.25,8.5,8.2,8.28,2806830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.280000000000001,8.250000000000002,8.500000000000002,8.200000000000001,0.006056953708189461,0.002427185657610916,0.003629768050578731,0.03593200922606337,0.01827577213435728,1.0,0.04106280193236711,2018-09-20 07:00:00
2018-09-20 07:00:00,8.3,8.64,8.3,8.62,2648540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.620000000000001,8.300000000000002,8.640000000000002,8.300000000000002,0.04024211627843337,0.0024125464053841475,0.037829569873049355,0.040147068013411946,0.020903467042769238,1.0,0.022041763341067444,2018-09-27 07:00:00
